user_id,game_name,job,launch_date,created_at,server_id,server_open_date,persona,vip_level,join_date
202269368116829,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202269948168012,Cửu Long Tranh Bá,Freelancer,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202265640238998,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202268409680745,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202261488014143,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-14,S1,2024-05-01,DOLPHIN,5,2024-05-01
202267318778322,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202268094955770,Cửu Long Tranh Bá,Kỹ thuật viên,2024-05-01,2024-03-14,S1,2024-05-01,DOLPHIN,6,2024-05-01
202261308586226,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202268601403797,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,DOLPHIN,6,2024-05-01
202268710821583,Cửu Long Tranh Bá,Freelancer,2024-05-01,2024-03-14,S1,2024-05-01,DOLPHIN,5,2024-05-01
202260120973334,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202264909800325,Cửu Long Tranh Bá,Luật sư,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202269896357380,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202264344716312,Cửu Long Tranh Bá,Freelancer,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202266268023420,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202265131656052,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202268391422197,Cửu Long Tranh Bá,Thiết kế đồ họa,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202269044100991,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-14,S1,2024-05-01,HOPPER,3,2024-05-01
202267020935441,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,HOPPER,3,2024-05-01
202264666811338,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202268382249608,Cửu Long Tranh Bá,Kiến trúc sư,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202261214140266,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,MINNOW,4,2024-05-01
202268769472404,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202267480115755,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202268828077982,Cửu Long Tranh Bá,Giao dịch viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01
202265725576677,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-14,S1,2024-05-01,HOPPER,6,2024-05-01
202262172428161,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,MINNOW,4,2024-05-01
202262001799397,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202269553318450,Cửu Long Tranh Bá,Quản lý cửa hàng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202263853407890,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202267763692529,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,DOLPHIN,5,2024-05-01
202260618106487,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202267716145271,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202263366464646,Cửu Long Tranh Bá,Kỹ thuật viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202265052741159,Cửu Long Tranh Bá,Giao hàng (Shipper),2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202269167743017,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202264127409901,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202267160954804,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202264701383481,Cửu Long Tranh Bá,Thiết kế đồ họa,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202262021016298,Cửu Long Tranh Bá,Luật sư,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202264619445241,Cửu Long Tranh Bá,Bác sĩ,2024-05-01,2024-03-15,S1,2024-05-01,WHALE,10,2024-05-01
202267616002932,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202263182397809,Cửu Long Tranh Bá,Bác sĩ,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202263311614170,Cửu Long Tranh Bá,Kiến trúc sư,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202269171906067,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202263173929819,Cửu Long Tranh Bá,Kiến trúc sư,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202261014663517,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202260050612998,Cửu Long Tranh Bá,Thiết kế đồ họa,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202269514793947,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-15,S1,2024-05-01,MINNOW,3,2024-05-01
202267511557436,Cửu Long Tranh Bá,Giao dịch viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202267162705050,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202260149092957,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,HOPPER,4,2024-05-01
202263759271840,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202264420086797,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202262211218072,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202265368800062,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202263192211604,Cửu Long Tranh Bá,Tài xế công nghệ,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202267367707291,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202262357313602,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202269159380504,Cửu Long Tranh Bá,Giao dịch viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202260753106856,Cửu Long Tranh Bá,Giao dịch viên,2024-05-01,2024-03-15,S1,2024-05-01,HOPPER,4,2024-05-01
202261505177815,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202269334255823,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202262569027273,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202260428059215,Cửu Long Tranh Bá,Giao dịch viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202268408016886,Cửu Long Tranh Bá,Freelancer,2024-05-01,2024-03-15,S1,2024-05-01,MINNOW,1,2024-05-01
202262079666454,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202267138963339,Cửu Long Tranh Bá,Tài xế công nghệ,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202267357498078,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202261560416723,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202262677538781,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202263863267572,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202269730850362,Cửu Long Tranh Bá,Dược sĩ,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202269544365313,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-15,S1,2024-05-01,HOPPER,3,2024-05-01
202260344133955,Cửu Long Tranh Bá,Bác sĩ,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202264789764752,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,MINNOW,3,2024-05-01
202268325939489,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202261557531106,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202261689346758,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202266224790466,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202263684569495,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,MINNOW,1,2024-05-01
202265143580135,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202262966535740,Cửu Long Tranh Bá,Thiết kế đồ họa,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202260995408891,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202260107089759,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202262302129193,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202266255477817,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202266446516208,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202260316997264,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202268338182425,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,HOPPER,3,2024-05-01
202263689881514,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202268465055342,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-15,S1,2024-05-01,HOPPER,3,2024-05-01
202269707148190,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01
202269362794854,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202268551940523,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202267524555275,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202267488193830,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202267704186050,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,4,2024-05-01
202265443015190,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202260387683164,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202268990736227,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202261306774549,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202269548893227,Cửu Long Tranh Bá,Kỹ sư,2024-05-01,2024-03-16,S1,2024-05-01,WHALE,10,2024-05-01
202261451568562,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202260951460730,Cửu Long Tranh Bá,Tài xế công nghệ,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,4,2024-05-01
202264126212775,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202260261553309,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202260082185432,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202262793990360,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,5,2024-05-01
202269342728496,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202268500398317,Cửu Long Tranh Bá,Kỹ thuật viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202265138651198,Cửu Long Tranh Bá,Nội trợ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202268909806778,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202261979831077,Cửu Long Tranh Bá,Quản lý cửa hàng,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202261674169637,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202269001692596,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202260453804331,Cửu Long Tranh Bá,Nội trợ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202269211473333,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202262614064811,Cửu Long Tranh Bá,Nội trợ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202265588442672,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202264488563939,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202261167699787,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,4,2024-05-01
202261481866440,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202268494971999,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202260232707680,Cửu Long Tranh Bá,Tài xế công nghệ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202268345183196,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202269411662013,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-16,S1,2024-05-01,WHALE,11,2024-05-01
202265963798074,Cửu Long Tranh Bá,Kinh doanh tự do,2024-05-01,2024-03-16,S1,2024-05-01,DOLPHIN,6,2024-05-01
202268965823065,Cửu Long Tranh Bá,Kỹ sư,2024-05-01,2024-03-16,S1,2024-05-01,DOLPHIN,6,2024-05-01
202261858498591,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202261545579928,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202266487833043,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202267542985617,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202268470690999,Cửu Long Tranh Bá,Quản lý cửa hàng,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202261940304616,Cửu Long Tranh Bá,Luật sư,2024-05-01,2024-03-16,S1,2024-05-01,DOLPHIN,5,2024-05-01
202266622927470,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202265830479962,Cửu Long Tranh Bá,Bác sĩ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202269815711716,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202268628882863,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202265274256600,Cửu Long Tranh Bá,Dược sĩ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202261236729313,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,3,2024-05-01
202266378341392,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202261792928049,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202269714457346,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202261667542176,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202264570188276,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,3,2024-05-01
202261257808878,Cửu Long Tranh Bá,Nội trợ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202269480085896,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202266746781784,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202263629101910,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01
202260168411324,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202260180572903,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202263316843805,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202263487100026,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202263971205771,Cửu Long Tranh Bá,Kỹ thuật viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202267697472236,Cửu Long Tranh Bá,Nội trợ,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202262362305132,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202260432197527,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202263700999874,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202263063313226,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202267034169887,Cửu Long Tranh Bá,Tài xế công nghệ,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202266548185593,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202268949839240,Cửu Long Tranh Bá,Kỹ thuật viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202261461547331,Cửu Long Tranh Bá,Kỹ thuật viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202261308897704,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202263846340298,Cửu Long Tranh Bá,Kỹ thuật viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202264982928498,Cửu Long Tranh Bá,Tài xế công nghệ,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202260235654894,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-17,S1,2024-05-01,HOPPER,3,2024-05-01
202268280184178,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202262367866951,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202263863143100,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202265168825864,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202261142661975,Cửu Long Tranh Bá,Bác sĩ,2024-05-01,2024-03-17,S1,2024-05-01,MINNOW,2,2024-05-01
202269758538553,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202264090204678,Cửu Long Tranh Bá,Kỹ sư,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
202265066983281,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01
