user_id,game_name,job,launch_date,created_at,server_id,server_open_date,persona,vip_level,join_date,ingame_name
202263491994915,Cửu Long Tranh Bá,Thiết kế đồ họa,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,ProPđqquan
202267675192936,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,PhượngDtt
202263630770281,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,MINNOW,1,2024-05-01,_Vuong_
202265571722862,Cửu Long Tranh Bá,Kỹ sư,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,PhượngThiet
202268373020484,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,LăngDanh
202269043045324,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,xNhdduyenx
202265873121295,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,_Huynh_
202261046861736,Cửu Long Tranh Bá,Luật sư,2024-05-01,2024-03-14,S1,2024-05-01,DOLPHIN,6,2024-05-01,[Cat]
202260921062676,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,X.Bkg
202264961288632,Cửu Long Tranh Bá,Freelancer,2024-05-01,2024-03-14,S1,2024-05-01,HOPPER,4,2024-05-01,xNguyenđax
202269153354573,Cửu Long Tranh Bá,Luật sư,2024-05-01,2024-03-14,S1,2024-05-01,MINNOW,2,2024-05-01,-Hai-
202269165739558,Cửu Long Tranh Bá,Kỹ sư,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,Legend_Nkvvinh
202269109646145,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,Legend.Nguyenqu
202269338455268,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,AceNguyensa
202268292788802,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,xTanx
202266285794942,Cửu Long Tranh Bá,Kỹ sư,2024-05-01,2024-03-14,S1,2024-05-01,MINNOW,1,2024-05-01,ĐộcCôPtttho
202264848392328,Cửu Long Tranh Bá,Freelancer,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,HànSa
202269067762683,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,xMkssuongx
202269617546617,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,xXuanx
202269368116829,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,Vtddiem0620
202269948168012,Cửu Long Tranh Bá,Freelancer,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,Khiem142
202265640238998,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,AlphaTtnnhi
202268409680745,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,MộDungVpcchau
202261488014143,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-14,S1,2024-05-01,DOLPHIN,5,2024-05-01,Trang335
202267318778322,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,TưMãNbkkhue
202268094955770,Cửu Long Tranh Bá,Kỹ thuật viên,2024-05-01,2024-03-14,S1,2024-05-01,DOLPHIN,6,2024-05-01,-Phamnuon-
202261308586226,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,Nkpphuc589
202268601403797,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,DOLPHIN,6,2024-05-01,Tktthanh0614
202268710821583,Cửu Long Tranh Bá,Freelancer,2024-05-01,2024-03-14,S1,2024-05-01,DOLPHIN,5,2024-05-01,xLhdx
202260120973334,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,[Dung]
202264909800325,Cửu Long Tranh Bá,Luật sư,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,ThanhPhamtuye
202269896357380,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,Solo.Đao
202264344716312,Cửu Long Tranh Bá,Freelancer,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,_Cuc_
202266268023420,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,-Nnh-
202265131656052,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,MộDungNvhhanh
202268391422197,Cửu Long Tranh Bá,Thiết kế đồ họa,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,TuyếtPđddan
202269044100991,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-14,S1,2024-05-01,HOPPER,3,2024-05-01,Z_Linh
202267020935441,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,HOPPER,3,2024-05-01,Neo_Ltđđoan
202264666811338,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,PhượngLethach
202268382249608,Cửu Long Tranh Bá,Kiến trúc sư,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,MinhGjahk
202261214140266,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,MINNOW,4,2024-05-01,xKienx
202268769472404,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,KiếmKha
202267480115755,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,ÂuDươngThynf
202268828077982,Cửu Long Tranh Bá,Giao dịch viên,2024-05-01,2024-03-14,S1,2024-05-01,F2P,0,2024-05-01,HànLemi
202265725576677,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-14,S1,2024-05-01,HOPPER,6,2024-05-01,X_Phn
202262172428161,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,MINNOW,4,2024-05-01,xNvtx
202262001799397,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,ĐộcCôNvllap
202269553318450,Cửu Long Tranh Bá,Quản lý cửa hàng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Voqu1027
202263853407890,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Neo.Lkh
202267763692529,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,DOLPHIN,5,2024-05-01,Nncchuon0706
202260618106487,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Ntnnhi00
202267716145271,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,King_Ttddan
202263366464646,Cửu Long Tranh Bá,Kỹ thuật viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,xVanx
202265052741159,Cửu Long Tranh Bá,Giao hàng (Shipper),2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,SởHhl
202269167743017,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,KingNguyenti
202264127409901,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,ProLien
202267160954804,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Viet0122
202264701383481,Cửu Long Tranh Bá,Thiết kế đồ họa,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,-Phamđang-
202262021016298,Cửu Long Tranh Bá,Luật sư,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,_Lđkkha_
202264619445241,Cửu Long Tranh Bá,Bác sĩ,2024-05-01,2024-03-15,S1,2024-05-01,WHALE,10,2024-05-01,Tbt109
202267616002932,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Vltthanh0814
202263182397809,Cửu Long Tranh Bá,Bác sĩ,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Solo_Nvdduyen
202263311614170,Cửu Long Tranh Bá,Kiến trúc sư,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Alpha.Hieu
202269171906067,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,LongĐđt
202263173929819,Cửu Long Tranh Bá,Kiến trúc sư,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,[Maiphi]
202261014663517,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,-Taphat-
202260050612998,Cửu Long Tranh Bá,Thiết kế đồ họa,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,SởTung
202269514793947,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-15,S1,2024-05-01,MINNOW,3,2024-05-01,[Nkkhiem]
202267511557436,Cửu Long Tranh Bá,Giao dịch viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Đan380
202267162705050,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Solo_Nnt
202260149092957,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,HOPPER,4,2024-05-01,LongJohzd
202263759271840,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Nđc457
202264420086797,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Hoan757
202262211218072,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Khue94
202265368800062,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,xĐaox
202263192211604,Cửu Long Tranh Bá,Tài xế công nghệ,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Neo.Tranmo
202267367707291,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,xHuyx
202262357313602,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Binh0528
202269159380504,Cửu Long Tranh Bá,Giao dịch viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,ĐộcCôDuong
202260753106856,Cửu Long Tranh Bá,Giao dịch viên,2024-05-01,2024-03-15,S1,2024-05-01,HOPPER,4,2024-05-01,xNguyenhax
202261505177815,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,-Minh-
202269334255823,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Pqh96
202262569027273,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Solo.Ndv
202260428059215,Cửu Long Tranh Bá,Giao dịch viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,ÂuDươngBpt
202268408016886,Cửu Long Tranh Bá,Freelancer,2024-05-01,2024-03-15,S1,2024-05-01,MINNOW,1,2024-05-01,Ntt0402
202262079666454,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,-Tyg-
202267138963339,Cửu Long Tranh Bá,Tài xế công nghệ,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Ace_Lam
202267357498078,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Alpha_Tvđ
202261560416723,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Nguyenvu94
202262677538781,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,-Lpllam-
202263863267572,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,MộDungVi
202269730850362,Cửu Long Tranh Bá,Dược sĩ,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Hhlluan1221
202269544365313,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-15,S1,2024-05-01,HOPPER,3,2024-05-01,TưMãBuithoa
202260344133955,Cửu Long Tranh Bá,Bác sĩ,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Dark_Binary
202264789764752,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,MINNOW,3,2024-05-01,Pkbbang0220
202268325939489,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,-Tđmmy-
202261557531106,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,TuyếtPhs
202261689346758,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,ÂuDươngNqk
202266224790466,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,[Ltcchuon]
202263684569495,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,MINNOW,1,2024-05-01,Hlt705
202265143580135,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,_Bang_
202262966535740,Cửu Long Tranh Bá,Thiết kế đồ họa,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Bien314
202260995408891,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,HànLtpphung
202260107089759,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,ProNkđ
202262302129193,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,PhượngThao
202266255477817,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,Shadow.Nvaanh
202266446516208,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,-Nguy-
202260316997264,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,[Wteck]
202268338182425,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,HOPPER,3,2024-05-01,Lhhhien0823
202263689881514,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,ShadowLieu
202268465055342,Cửu Long Tranh Bá,Môi giới BĐS,2024-05-01,2024-03-15,S1,2024-05-01,HOPPER,3,2024-05-01,Trang99
202269707148190,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-15,S1,2024-05-01,F2P,0,2024-05-01,LăngKha
202269362794854,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,xMvcx
202268551940523,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,VânChuong
202267524555275,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Nvx08
202267488193830,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,TuyếtNvl
202267704186050,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,4,2024-05-01,-Lkđ-
202265443015190,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,ÂuDươngPđh
202260387683164,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Ank313
202268990736227,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,XNvl
202261306774549,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Z_Nvl
202269548893227,Cửu Long Tranh Bá,Kỹ sư,2024-05-01,2024-03-16,S1,2024-05-01,WHALE,10,2024-05-01,HànKattan
202261451568562,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Legend_Tthhiep
202260951460730,Cửu Long Tranh Bá,Tài xế công nghệ,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,4,2024-05-01,Lpl324
202264126212775,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,LăngNah
202260261553309,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,PhượngTut
202260082185432,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Z.Nkt
202262793990360,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,5,2024-05-01,Lvn563
202269342728496,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,ShadowLong
202268500398317,Cửu Long Tranh Bá,Kỹ thuật viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,-Maiduong-
202265138651198,Cửu Long Tranh Bá,Nội trợ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,VânPpq
202268909806778,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,xVotrinhx
202261979831077,Cửu Long Tranh Bá,Quản lý cửa hàng,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,TưMãCat
202261674169637,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,KiếmNdttu
202269001692596,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,xKhongvux
202260453804331,Cửu Long Tranh Bá,Nội trợ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,MinhTvh
202269211473333,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,VânKhang
202262614064811,Cửu Long Tranh Bá,Nội trợ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,HànMth
202265588442672,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Chuong00
202264488563939,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Đul96
202261167699787,Cửu Long Tranh Bá,Lập trình viên,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,4,2024-05-01,Solo_Ngkky
202261481866440,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Ntd0515
202268494971999,Cửu Long Tranh Bá,Giáo viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Duong86
202260232707680,Cửu Long Tranh Bá,Tài xế công nghệ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,ÂuDươngVu
202268345183196,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Neo_Plccam
202269411662013,Cửu Long Tranh Bá,Chuyên viên nhân sự,2024-05-01,2024-03-16,S1,2024-05-01,WHALE,11,2024-05-01,Legend.Vpkkhuon
202265963798074,Cửu Long Tranh Bá,Kinh doanh tự do,2024-05-01,2024-03-16,S1,2024-05-01,DOLPHIN,6,2024-05-01,LongPnq
202268965823065,Cửu Long Tranh Bá,Kỹ sư,2024-05-01,2024-03-16,S1,2024-05-01,DOLPHIN,6,2024-05-01,TuyếtNhan
202261858498591,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Ntt97
202261545579928,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,AlphaHanh
202266487833043,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,MộDungLtkky
202267542985617,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,ĐộcCôLetuyet
202268470690999,Cửu Long Tranh Bá,Quản lý cửa hàng,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,HànTtq
202261940304616,Cửu Long Tranh Bá,Luật sư,2024-05-01,2024-03-16,S1,2024-05-01,DOLPHIN,5,2024-05-01,HànNgohoa
202266622927470,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,[Hai]
202265830479962,Cửu Long Tranh Bá,Bác sĩ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,_Thoa_
202269815711716,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,DarkĐan
202268628882863,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Ace.Ltl
202265274256600,Cửu Long Tranh Bá,Dược sĩ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,TuyếtAi
202261236729313,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,3,2024-05-01,TưMãNguyensu
202266378341392,Cửu Long Tranh Bá,Công nhân,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,ÂuDươngKhoi
202261792928049,Cửu Long Tranh Bá,Đầu bếp,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,HànTieuninh
202269714457346,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,xNtdx
202261667542176,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,MinhPhant
202264570188276,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,HOPPER,3,2024-05-01,[Lnh]
202261257808878,Cửu Long Tranh Bá,Nội trợ,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Z.Lhnnguye
202269480085896,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,-Binh-
202266746781784,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Pdk914
202263629101910,Cửu Long Tranh Bá,Nhân viên văn phòng,2024-05-01,2024-03-16,S1,2024-05-01,F2P,0,2024-05-01,Neo_Txxuan
202260168411324,Cửu Long Tranh Bá,Marketing,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01,XNtl
202260180572903,Cửu Long Tranh Bá,Kế toán,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01,Neo_Hhccanh
202263316843805,Cửu Long Tranh Bá,Nhân viên bán hàng,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01,AlphaDtd
202263487100026,Cửu Long Tranh Bá,Sinh viên,2024-05-01,2024-03-17,S1,2024-05-01,F2P,0,2024-05-01,_Lgn_
